0	1.91527	2	2
0.1	1.3854	1.99996	2
0.2	1.13842	1.99781	1.99981
0.3	0.944179	1.95527	1.98649
0.4	0.776305	1.6731	1.77582
0.5	0.625091	0.989406	1.01366
0.6	0.485977	0.325632	0.257366
0.7	0.35654	0.0520588	0.024441
0.8	0.235178	0.0036105	0.000816159
0.9	0.120218	9.16692e-005	9.20269e-006
1	4.12231e-009	4.12231e-009	4.12231e-009
