0	1	0
0.00892857	1	1
0.0178571	1	1
0.0267857	1	1
0.0357143	1	1
0.0446429	1	1
0.0535714	1	1
0.0625	1	1
0.0714286	1	1
0.0803571	1	1
0.0892857	1	1
0.0982143	1	1
0.107143	1	1
0.116071	1	1
0.125	1	1
0.133929	1	1
0.142857	1	1
0.151786	1	1
0.160714	1	1
0.169643	1	1
0.178571	1	1
0.1875	1	1
0.196429	1	1
0.205357	1	1
0.214286	1	1
0.223214	1	1
0.232143	1	1
0.241071	1	1
0.25	1	1
0.258929	1	1
0.267857	1	1
0.276786	1	1
0.285714	1	1
0.294643	1	1
0.303571	1	1
0.3125	1	1
0.321429	1	1
0.330357	1	1
0.339286	1	1
0.348214	1	1
0.357143	1	1
0.366071	1	1
0.375	1	1
0.383929	1	1
0.392857	1	1
0.401786	1	1
0.410714	1	1
0.419643	1	1
0.428571	1	1
0.4375	1	1
0.446429	1	1
0.455357	1	1
0.464286	1	1
0.473214	1	1
0.482143	1	1
0.491071	1	1
0.5	1	1
0.508929	1	1
0.517857	1	1
0.526786	1	1
0.535714	1	1
0.544643	1	1
0.553571	1	1
0.5625	1	1
0.571429	1	1
0.580357	1	1
0.589286	1	1
0.598214	1	1
0.607143	1	1
0.616071	1	1
0.625	1	1
0.633929	1	1
0.642857	1	1
0.651786	1	1
0.660714	1	1
0.669643	1	1
0.678571	1	1
0.6875	1	1
0.696429	1	1
0.705357	1	1
0.714286	1	1
0.723214	1	1
0.732143	1	1
0.741071	1	1
0.75	1	1
0.758929	1	1
0.767857	1	1
0.776786	1	1
0.785714	1	1
0.794643	1	1
0.803571	1	1
0.8125	1	1
0.821429	1	1
0.830357	1	1
0.839286	1	1
0.848214	1	1
0.857143	1	1
0.866071	1	1
0.875	1	1
0.883929	1	1
0.892857	1	1
0.901786	1	1
0.910714	1	1
0.919643	1	1
0.928571	1	1
0.9375	1	1
0.946429	1	1
0.955357	1	1
0.964286	1	1
0.973214	1	1
0.982143	1	1
0.991071	1	1
1	1	0

0	0.995536	0
0.00892857	0.995536	0.263033
0.0178571	0.995536	0.479938
0.0267857	0.995536	0.616938
0.0357143	0.995536	0.70187
0.0446429	0.995536	0.756582
0.0535714	0.995536	0.793727
0.0625	0.995536	0.820278
0.0714286	0.995536	0.840128
0.0803571	0.995536	0.855532
0.0892857	0.995536	0.867852
0.0982143	0.995536	0.87795
0.107143	0.995536	0.886395
0.116071	0.995536	0.893578
0.125	0.995536	0.899774
0.133929	0.995536	0.905184
0.142857	0.995536	0.909957
0.151786	0.995536	0.914208
0.160714	0.995536	0.918023
0.169643	0.995536	0.921472
0.178571	0.995536	0.924611
0.1875	0.995536	0.927483
0.196429	0.995536	0.930126
0.205357	0.995536	0.932567
0.214286	0.995536	0.934834
0.223214	0.995536	0.936945
0.232143	0.995536	0.93892
0.241071	0.995536	0.940772
0.25	0.995536	0.942515
0.258929	0.995536	0.944159
0.267857	0.995536	0.945714
0.276786	0.995536	0.947189
0.285714	0.995536	0.948589
0.294643	0.995536	0.949923
0.303571	0.995536	0.951194
0.3125	0.995536	0.952409
0.321429	0.995536	0.95357
0.330357	0.995536	0.954683
0.339286	0.995536	0.95575
0.348214	0.995536	0.956773
0.357143	0.995536	0.957756
0.366071	0.995536	0.9587
0.375	0.995536	0.959608
0.383929	0.995536	0.960481
0.392857	0.995536	0.961321
0.401786	0.995536	0.962127
0.410714	0.995536	0.962902
0.419643	0.995536	0.963646
0.428571	0.995536	0.96436
0.4375	0.995536	0.965043
0.446429	0.995536	0.965697
0.455357	0.995536	0.966321
0.464286	0.995536	0.966914
0.473214	0.995536	0.967478
0.482143	0.995536	0.96801
0.491071	0.995536	0.968512
0.5	0.995536	0.968981
0.508929	0.995536	0.969418
0.517857	0.995536	0.969822
0.526786	0.995536	0.970191
0.535714	0.995536	0.970524
0.544643	0.995536	0.970821
0.553571	0.995536	0.97108
0.5625	0.995536	0.9713
0.571429	0.995536	0.971479
0.580357	0.995536	0.971616
0.589286	0.995536	0.971709
0.598214	0.995536	0.971757
0.607143	0.995536	0.971757
0.616071	0.995536	0.971708
0.625	0.995536	0.971608
0.633929	0.995536	0.971456
0.642857	0.995536	0.971248
0.651786	0.995536	0.970982
0.660714	0.995536	0.970657
0.669643	0.995536	0.97027
0.678571	0.995536	0.969818
0.6875	0.995536	0.969298
0.696429	0.995536	0.968708
0.705357	0.995536	0.968044
0.714286	0.995536	0.967303
0.723214	0.995536	0.966481
0.732143	0.995536	0.965573
0.741071	0.995536	0.964575
0.75	0.995536	0.963481
0.758929	0.995536	0.962285
0.767857	0.995536	0.960979
0.776786	0.995536	0.959556
0.785714	0.995536	0.958004
0.794643	0.995536	0.956313
0.803571	0.995536	0.954466
0.8125	0.995536	0.952446
0.821429	0.995536	0.950231
0.830357	0.995536	0.947794
0.839286	0.995536	0.9451
0.848214	0.995536	0.942106
0.857143	0.995536	0.938754
0.866071	0.995536	0.934971
0.875	0.995536	0.93066
0.883929	0.995536	0.925691
0.892857	0.995536	0.919885
0.901786	0.995536	0.912995
0.910714	0.995536	0.904668
0.919643	0.995536	0.894385
0.928571	0.995536	0.881358
0.9375	0.995536	0.864328
0.946429	0.995536	0.841172
0.955357	0.995536	0.808053
0.964286	0.995536	0.757552
0.973214	0.995536	0.67482
0.982143	0.995536	0.531859
0.991071	0.995536	0.292261
1	0.995536	0

0	0.986607	0
0.00892857	0.986607	-0.0253869
0.0178571	0.986607	0.0646735
0.0267857	0.986607	0.184613
0.0357143	0.986607	0.29394
0.0446429	0.986607	0.383491
0.0535714	0.986607	0.454724
0.0625	0.986607	0.511378
0.0714286	0.986607	0.556946
0.0803571	0.986607	0.594157
0.0892857	0.986607	0.625026
0.0982143	0.986607	0.651019
0.107143	0.986607	0.673207
0.116071	0.986607	0.69238
0.125	0.986607	0.709129
0.133929	0.986607	0.723903
0.142857	0.986607	0.737048
0.151786	0.986607	0.748835
0.160714	0.986607	0.759478
0.169643	0.986607	0.769148
0.178571	0.986607	0.777984
0.1875	0.986607	0.786099
0.196429	0.986607	0.793588
0.205357	0.986607	0.800528
0.214286	0.986607	0.806984
0.223214	0.986607	0.813013
0.232143	0.986607	0.81866
0.241071	0.986607	0.823967
0.25	0.986607	0.828967
0.258929	0.986607	0.83369
0.267857	0.986607	0.838163
0.276786	0.986607	0.842409
0.285714	0.986607	0.846446
0.294643	0.986607	0.850293
0.303571	0.986607	0.853964
0.3125	0.986607	0.857473
0.321429	0.986607	0.860833
0.330357	0.986607	0.864052
0.339286	0.986607	0.867142
0.348214	0.986607	0.870109
0.357143	0.986607	0.872961
0.366071	0.986607	0.875704
0.375	0.986607	0.878343
0.383929	0.986607	0.880884
0.392857	0.986607	0.88333
0.401786	0.986607	0.885684
0.410714	0.986607	0.887949
0.419643	0.986607	0.890128
0.428571	0.986607	0.892222
0.4375	0.986607	0.894233
0.446429	0.986607	0.89616
0.455357	0.986607	0.898006
0.464286	0.986607	0.899769
0.473214	0.986607	0.901448
0.482143	0.986607	0.903045
0.491071	0.986607	0.904556
0.5	0.986607	0.905981
0.508929	0.986607	0.907318
0.517857	0.986607	0.908565
0.526786	0.986607	0.909719
0.535714	0.986607	0.910778
0.544643	0.986607	0.911739
0.553571	0.986607	0.912598
0.5625	0.986607	0.913352
0.571429	0.986607	0.913997
0.580357	0.986607	0.914529
0.589286	0.986607	0.914945
0.598214	0.986607	0.915238
0.607143	0.986607	0.915406
0.616071	0.986607	0.915442
0.625	0.986607	0.915342
0.633929	0.986607	0.9151
0.642857	0.986607	0.91471
0.651786	0.986607	0.914166
0.660714	0.986607	0.913462
0.669643	0.986607	0.912591
0.678571	0.986607	0.911546
0.6875	0.986607	0.910319
0.696429	0.986607	0.908903
0.705357	0.986607	0.907287
0.714286	0.986607	0.905463
0.723214	0.986607	0.90342
0.732143	0.986607	0.901145
0.741071	0.986607	0.898627
0.75	0.986607	0.89585
0.758929	0.986607	0.892797
0.767857	0.986607	0.889448
0.776786	0.986607	0.885781
0.785714	0.986607	0.881768
0.794643	0.986607	0.877377
0.803571	0.986607	0.87257
0.8125	0.986607	0.8673
0.821429	0.986607	0.861507
0.830357	0.986607	0.855121
0.839286	0.986607	0.848052
0.848214	0.986607	0.840185
0.857143	0.986607	0.831374
0.866071	0.986607	0.82143
0.875	0.986607	0.810106
0.883929	0.986607	0.797071
0.892857	0.986607	0.781882
0.901786	0.986607	0.763933
0.910714	0.986607	0.74238
0.919643	0.986607	0.716029
0.928571	0.986607	0.683153
0.9375	0.986607	0.641219
0.946429	0.986607	0.586481
0.955357	0.986607	0.513521
0.964286	0.986607	0.415303
0.973214	0.986607	0.285929
0.982143	0.986607	0.132078
0.991071	0.986607	0.00114646
1	0.986607	0

0	0.977679	0
0.00892857	0.977679	-0.0548852
0.0178571	0.977679	-0.0545193
0.0267857	0.977679	-0.00283037
0.0357143	0.977679	0.0705581
0.0446429	0.977679	0.146672
0.0535714	0.977679	0.21716
0.0625	0.977679	0.279447
0.0714286	0.977679	0.333495
0.0803571	0.977679	0.380176
0.0892857	0.977679	0.42058
0.0982143	0.977679	0.455735
0.107143	0.977679	0.486526
0.116071	0.977679	0.513688
0.125	0.977679	0.537818
0.133929	0.977679	0.5594
0.142857	0.977679	0.578826
0.151786	0.977679	0.596416
0.160714	0.977679	0.612432
0.169643	0.977679	0.627088
0.178571	0.977679	0.640564
0.1875	0.977679	0.653009
0.196429	0.977679	0.664548
0.205357	0.977679	0.675286
0.214286	0.977679	0.685313
0.223214	0.977679	0.694707
0.232143	0.977679	0.703533
0.241071	0.977679	0.711848
0.25	0.977679	0.719702
0.258929	0.977679	0.727138
0.267857	0.977679	0.734194
0.276786	0.977679	0.740903
0.285714	0.977679	0.747293
0.294643	0.977679	0.753392
0.303571	0.977679	0.75922
0.3125	0.977679	0.764799
0.321429	0.977679	0.770147
0.330357	0.977679	0.775278
0.339286	0.977679	0.780207
0.348214	0.977679	0.784946
0.357143	0.977679	0.789507
0.366071	0.977679	0.793898
0.375	0.977679	0.798129
0.383929	0.977679	0.802205
0.392857	0.977679	0.806134
0.401786	0.977679	0.809921
0.410714	0.977679	0.81357
0.419643	0.977679	0.817085
0.428571	0.977679	0.820468
0.4375	0.977679	0.823722
0.446429	0.977679	0.826848
0.455357	0.977679	0.829847
0.464286	0.977679	0.832719
0.473214	0.977679	0.835464
0.482143	0.977679	0.83808
0.491071	0.977679	0.840566
0.5	0.977679	0.84292
0.508929	0.977679	0.845139
0.517857	0.977679	0.847221
0.526786	0.977679	0.849161
0.535714	0.977679	0.850956
0.544643	0.977679	0.852602
0.553571	0.977679	0.854092
0.5625	0.977679	0.855424
0.571429	0.977679	0.856589
0.580357	0.977679	0.857583
0.589286	0.977679	0.858399
0.598214	0.977679	0.859031
0.607143	0.977679	0.85947
0.616071	0.977679	0.859709
0.625	0.977679	0.859741
0.633929	0.977679	0.859556
0.642857	0.977679	0.859146
0.651786	0.977679	0.858501
0.660714	0.977679	0.857612
0.669643	0.977679	0.856467
0.678571	0.977679	0.855056
0.6875	0.977679	0.853367
0.696429	0.977679	0.851386
0.705357	0.977679	0.8491
0.714286	0.977679	0.846494
0.723214	0.977679	0.843552
0.732143	0.977679	0.840254
0.741071	0.977679	0.836582
0.75	0.977679	0.83251
0.758929	0.977679	0.828015
0.767857	0.977679	0.823064
0.776786	0.977679	0.817623
0.785714	0.977679	0.811651
0.794643	0.977679	0.8051
0.803571	0.977679	0.797909
0.8125	0.977679	0.790008
0.821429	0.977679	0.781309
0.830357	0.977679	0.771706
0.839286	0.977679	0.761065
0.848214	0.977679	0.749215
0.857143	0.977679	0.735944
0.866071	0.977679	0.720975
0.875	0.977679	0.703954
0.883929	0.977679	0.684415
0.892857	0.977679	0.661746
0.901786	0.977679	0.635136
0.910714	0.977679	0.603502
0.919643	0.977679	0.5654
0.928571	0.977679	0.518923
0.9375	0.977679	0.461633
0.946429	0.977679	0.390676
0.955357	0.977679	0.303474
0.964286	0.977679	0.199946
0.973214	0.977679	0.087764
0.982143	0.977679	-0.00886928
0.991071	0.977679	-0.0456402
1	0.977679	0

0	0.96875	0
0.00892857	0.96875	-0.0428654
0.0178571	0.96875	-0.0733561
0.0267857	0.96875	-0.0676114
0.0357143	0.96875	-0.0339533
0.0446429	0.96875	0.0144583
0.0535714	0.96875	0.0680287
0.0625	0.96875	0.121271
0.0714286	0.96875	0.17152
0.0803571	0.96875	0.217732
0.0892857	0.96875	0.259706
0.0982143	0.96875	0.297636
0.107143	0.96875	0.331882
0.116071	0.96875	0.362844
0.125	0.96875	0.390915
0.133929	0.96875	0.41645
0.142857	0.96875	0.439766
0.151786	0.96875	0.461138
0.160714	0.96875	0.480802
0.169643	0.96875	0.498961
0.178571	0.96875	0.515791
0.1875	0.96875	0.531442
0.196429	0.96875	0.546042
0.205357	0.96875	0.559704
0.214286	0.96875	0.572525
0.223214	0.96875	0.584588
0.232143	0.96875	0.595966
0.241071	0.96875	0.606724
0.25	0.96875	0.616919
0.258929	0.96875	0.6266
0.267857	0.96875	0.63581
0.276786	0.96875	0.644588
0.285714	0.96875	0.65297
0.294643	0.96875	0.660984
0.303571	0.96875	0.668659
0.3125	0.96875	0.676019
0.321429	0.96875	0.683085
0.330357	0.96875	0.689877
0.339286	0.96875	0.696411
0.348214	0.96875	0.702702
0.357143	0.96875	0.708765
0.366071	0.96875	0.714611
0.375	0.96875	0.720249
0.383929	0.96875	0.725691
0.392857	0.96875	0.730942
0.401786	0.96875	0.73601
0.410714	0.96875	0.740901
0.419643	0.96875	0.745618
