1	0
0.995536	-0.00743653
0.986607	-0.0225556
0.977679	-0.0378071
0.96875	-0.0530739
0.959821	-0.0682357
0.950893	-0.0831711
0.941964	-0.0977589
0.933036	-0.11188
0.924107	-0.12542
0.915179	-0.138268
0.90625	-0.150323
0.897321	-0.161493
0.888393	-0.171695
0.879464	-0.180859
0.870536	-0.188927
0.861607	-0.195854
0.852679	-0.20161
0.84375	-0.206177
0.834821	-0.209551
0.825893	-0.211741
0.816964	-0.212766
0.808036	-0.212657
0.799107	-0.211455
0.790179	-0.209209
0.78125	-0.205975
0.772321	-0.201815
0.763393	-0.196794
0.754464	-0.190983
0.745536	-0.184451
0.736607	-0.177273
0.727679	-0.16952
0.71875	-0.161263
0.709821	-0.152573
0.700893	-0.143517
0.691964	-0.13416
0.683036	-0.124563
0.674107	-0.114787
0.665179	-0.104884
0.65625	-0.0949073
0.647321	-0.0849032
0.638393	-0.0749156
0.629464	-0.0649843
0.620536	-0.0551453
0.611607	-0.0454312
0.602679	-0.035871
0.59375	-0.0264904
0.584821	-0.0173119
0.575893	-0.00835512
0.566964	0.000363238
0.558036	0.00882907
0.549107	0.0170308
0.540179	0.024959
0.53125	0.0326065
0.522321	0.0399681
0.513393	0.0470401
0.504464	0.0538209
0.495536	0.0603098
0.486607	0.0665079
0.477679	0.0724172
0.46875	0.0780407
0.459821	0.0833823
0.450893	0.0884469
0.441964	0.0932396
0.433036	0.0977664
0.424107	0.102033
0.415179	0.106047
0.40625	0.109814
0.397321	0.113341
0.388393	0.116635
0.379464	0.119702
0.370536	0.122548
0.361607	0.12518
0.352679	0.127602
0.34375	0.12982
0.334821	0.131838
0.325893	0.133659
0.316964	0.135287
0.308036	0.136724
0.299107	0.137969
0.290179	0.139025
0.28125	0.139888
0.272321	0.140558
0.263393	0.141031
0.254464	0.141301
0.245536	0.141364
0.236607	0.141211
0.227679	0.140835
0.21875	0.140224
0.209821	0.139366
0.200893	0.13825
0.191964	0.136859
0.183036	0.135179
0.174107	0.133191
0.165179	0.130877
0.15625	0.128215
0.147321	0.125186
0.138393	0.121765
0.129464	0.117929
0.120536	0.113655
0.111607	0.108915
0.102679	0.103684
0.09375	0.0979368
0.0848214	0.0916456
0.0758929	0.0847846
0.0669643	0.0773277
0.0580357	0.0692499
0.0491071	0.0605267
0.0401786	0.0511355
0.03125	0.041055
0.0223214	0.0302662
0.0133929	0.0187526
0.00446429	0.00650046
0	0
