0.00499933	1.83134
0.0149993	1.74747
0.0249993	1.68212
0.0349993	1.62803
0.0449993	1.58128
0.0549993	1.53962
0.0649993	1.5017
0.0749993	1.46663
0.0849993	1.43383
0.0949993	1.40287
0.104999	1.37347
0.114999	1.34538
0.124999	1.31843
0.134999	1.29247
0.144999	1.2674
0.154999	1.24312
0.164999	1.21954
0.174999	1.19661
0.184999	1.17427
0.194999	1.15246
0.204999	1.13114
0.214999	1.11028
0.224999	1.08984
0.234999	1.0698
0.244999	1.05012
0.254999	1.03079
0.264999	1.01177
0.274999	0.993065
0.284999	0.974642
0.294999	0.956489
0.304999	0.938591
0.314999	0.920936
0.324999	0.903512
0.334999	0.886307
0.344999	0.869311
0.354999	0.852515
0.364999	0.83591
0.374999	0.819489
0.384999	0.803243
0.394999	0.787167
0.404999	0.771253
0.414999	0.755497
0.424999	0.739891
0.434999	0.724432
0.444999	0.709115
0.454999	0.693934
0.464999	0.678887
0.474999	0.663969
0.484999	0.649177
0.494999	0.634508
0.504999	0.619957
0.514999	0.605523
0.524999	0.591203
0.534999	0.576994
0.544999	0.562895
0.554999	0.548901
0.564999	0.535013
0.574999	0.521227
0.584999	0.507542
0.594999	0.493956
0.604999	0.480467
0.614999	0.467075
0.624999	0.453777
0.634999	0.440572
0.644999	0.427459
0.654999	0.414436
0.664999	0.401503
0.674999	0.388657
0.684999	0.375898
0.694999	0.363225
0.704999	0.350635
0.714999	0.338129
0.724999	0.325705
0.734999	0.313361
0.744999	0.301097
0.754999	0.28891
0.764999	0.2768
0.774999	0.264764
0.784999	0.252803
0.794999	0.240913
0.804999	0.229093
0.814999	0.217341
0.824999	0.205656
0.834999	0.194035
0.844999	0.182476
0.854999	0.170977
0.864999	0.159536
0.874999	0.148149
0.884999	0.136815
0.894999	0.12553
0.904999	0.114292
0.914999	0.103096
0.924999	0.0919402
0.934999	0.0808206
0.944999	0.0697336
0.954999	0.0586753
0.964999	0.0476415
0.974999	0.0366281
0.984999	0.0256305
0.994999	0.00366345
1	4.16353e-007
