1	1
0.995	0.694341
0.985	0.394846
0.975	0.328914
0.965	0.322246
0.955	0.314814
0.945	0.303747
0.935	0.290169
0.925	0.275582
0.915	0.26068
0.905	0.245738
0.895	0.230651
0.885	0.215324
0.875	0.199791
0.865	0.18429
0.855	0.169153
0.845	0.154714
0.835	0.141228
0.825	0.128847
0.815	0.11761
0.805	0.107455
0.795	0.0982453
0.785	0.0898055
0.775	0.0819647
0.765	0.0745881
0.755	0.0675957
0.745	0.0609641
0.735	0.0547162
0.725	0.0489037
0.715	0.04359
0.705	0.0388358
0.695	0.0346891
0.685	0.0311777
0.675	0.028305
0.665	0.0260492
0.655	0.0243654
0.645	0.0231915
0.635	0.0224542
0.625	0.0220761
0.615	0.0219796
0.605	0.0220898
0.595	0.0223354
0.585	0.022649
0.575	0.0229678
0.565	0.0232337
0.555	0.023392
0.545	0.0233918
0.535	0.0231865
0.525	0.0227353
0.515	0.0220022
0.505	0.0209539
0.495	0.0195598
0.485	0.017794
0.475	0.015637
0.465	0.013077
0.455	0.0101097
0.445	0.00673963
0.435	0.00298016
0.425	-0.00114795
0.415	-0.00562068
0.405	-0.0104176
0.395	-0.0155306
0.385	-0.020973
0.375	-0.0267838
0.365	-0.0330255
0.355	-0.0397721
0.345	-0.0470895
0.335	-0.0550084
0.325	-0.0634939
0.315	-0.0724179
0.305	-0.0815513
0.295	-0.0905901
0.285	-0.0992212
0.275	-0.107205
0.265	-0.114434
0.255	-0.120935
0.245	-0.126825
0.235	-0.132267
0.225	-0.137421
0.215	-0.142436
0.205	-0.147446
0.195	-0.152585
0.185	-0.157994
0.175	-0.163783
0.165	-0.170078
0.155	-0.177101
0.145	-0.185039
0.135	-0.194033
0.125	-0.204594
0.115	-0.217573
0.105	-0.23349
0.095	-0.252577
0.085	-0.275205
0.075	-0.30059
0.065	-0.32464
0.055	-0.34028
0.045	-0.340611
0.035	-0.322625
0.025	-0.285779
0.015	-0.221105
0.005	-0.0960466
0	0
