1	1
0.995536	0.831187
0.986607	0.571801
0.977679	0.454509
0.96875	0.424471
0.959821	0.422252
0.950893	0.421708
0.941964	0.417465
0.933036	0.409668
0.924107	0.399228
0.915179	0.387027
0.90625	0.373806
0.897321	0.360134
0.888393	0.346409
0.879464	0.332878
0.870536	0.319672
0.861607	0.30684
0.852679	0.294385
0.84375	0.282289
0.834821	0.270524
0.825893	0.259065
0.816964	0.247893
0.808036	0.236994
0.799107	0.226357
0.790179	0.215976
0.78125	0.205846
0.772321	0.19596
0.763393	0.186315
0.754464	0.176905
0.745536	0.167725
0.736607	0.158768
0.727679	0.150029
0.71875	0.141501
0.709821	0.133177
0.700893	0.12505
0.691964	0.117111
0.683036	0.109354
0.674107	0.10177
0.665179	0.0943512
0.65625	0.0870888
0.647321	0.0799742
0.638393	0.0729988
0.629464	0.0661538
0.620536	0.0594303
0.611607	0.0528194
0.602679	0.0463122
0.59375	0.0398997
0.584821	0.0335732
0.575893	0.0273237
0.566964	0.0211425
0.558036	0.0150209
0.549107	0.00895026
0.540179	0.00292206
0.53125	-0.00307212
0.522321	-0.00904056
0.513393	-0.0149914
0.504464	-0.0209327
0.495536	-0.0268723
0.486607	-0.0328178
0.477679	-0.0387767
0.46875	-0.0447564
0.459821	-0.0507638
0.450893	-0.0568058
0.441964	-0.062889
0.433036	-0.0690196
0.424107	-0.0752038
0.415179	-0.0814471
0.40625	-0.087755
0.397321	-0.0941327
0.388393	-0.100585
0.379464	-0.107116
0.370536	-0.11373
0.361607	-0.120431
0.352679	-0.127222
0.34375	-0.134107
0.334821	-0.141088
0.325893	-0.148168
0.316964	-0.155349
0.308036	-0.162634
0.299107	-0.170026
0.290179	-0.177526
0.28125	-0.185138
0.272321	-0.192862
0.263393	-0.200701
0.254464	-0.208658
0.245536	-0.216731
0.236607	-0.22492
0.227679	-0.233219
0.21875	-0.241621
0.209821	-0.250113
0.200893	-0.258678
0.191964	-0.2673
0.183036	-0.275969
0.174107	-0.284696
0.165179	-0.293528
0.15625	-0.302574
0.147321	-0.31202
0.138393	-0.322128
0.129464	-0.33319
0.120536	-0.345441
0.111607	-0.35888
0.102679	-0.372989
0.09375	-0.386408
0.0848214	-0.396788
0.0758929	-0.40114
0.0669643	-0.39668
0.0580357	-0.381751
0.0491071	-0.35632
0.0401786	-0.32179
0.03125	-0.27996
0.0223214	-0.23011
0.0133929	-0.163949
0.00446429	-0.0666392
0	0
