0	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0	
0	0.0530483	0.137458	0.190475	0.229942	0.262182	0.288931	0.311828	0.331709	0.349273	0.364959	0.379104	0.391931	0.403596	0.414202	0.423821	0.432513	0.440353	0.447442	0.453917	0.459956	0.465766	0.471565	0.477568	0.483961	0.490884	0.498421	0.506597	0.515383	0.52471	0.534477	0.54457	0.554869	0.565258	0.575633	0.585902	0.595988	0.605833	0.615388	0.624622	0.633512	0.642045	0.650215	0.658023	0.665473	0.672575	0.67934	0.685778	0.691904	0.697731	0.703273	0.708545	0.713558	0.718327	0.722862	0.727177	0.731281	0.735186	0.738899	0.742431	0.745789	0.74898	0.752012	0.75489	0.757619	0.760205	0.762651	0.764961	0.767139	0.769187	0.771107	0.772901	0.774572	0.776118	0.777544	0.778846	0.780029	0.78109	0.78203	0.782848	0.783545	0.784119	0.784571	0.784899	0.785105	0.785186	0.785146	0.784981	0.784698	0.784294	0.783777	0.783146	0.782412	0.781574	0.780646	0.779625	0.778525	0.777335	0.776063	0.774676	0.773154	0.771408	0.769331	0.766678	0.763081	0.757825	0.749723	0.736529	0.714257	0.675112	0.604072	0.467723	0.188615	0	
0	-0.0677652	-0.132076	-0.127313	-0.122145	-0.115307	-0.108737	-0.101763	-0.0948252	-0.0877741	-0.0807865	-0.0738998	-0.0672485	-0.0609239	-0.0550064	-0.0495016	-0.0443147	-0.0392193	-0.0338556	-0.0277668	-0.0204701	-0.0115474	-0.000724003	0.0120908	0.0268077	0.0431953	0.0609327	0.0796601	0.099019	0.118679	0.138353	0.157804	0.176844	0.19533	0.213162	0.23027	0.246617	0.262185	0.276974	0.290996	0.304275	0.316838	0.328718	0.339951	0.350571	0.360615	0.370116	0.37911	0.387626	0.395695	0.403345	0.410602	0.41749	0.42403	0.430242	0.436146	0.441758	0.447094	0.452167	0.45699	0.461574	0.465931	0.470067	0.473993	0.477714	0.481236	0.484566	0.487706	0.490662	0.493436	0.49603	0.498447	0.500688	0.502753	0.504644	0.50636	0.507901	0.509266	0.510455	0.511465	0.512295	0.512943	0.513407	0.513686	0.513778	0.51368	0.513392	0.512912	0.512242	0.51138	0.510333	0.509098	0.507687	0.5061	0.504351	0.502439	0.50038	0.498165	0.495806	0.493272	0.490553	0.487554	0.484192	0.480217	0.475318	0.468808	0.459689	0.445965	0.424488	0.389203	0.330729	0.231845	0.0845901	0	
0	0.00291904	-0.0280112	-0.0806782	-0.112135	-0.131962	-0.144189	-0.152072	-0.156598	-0.158873	-0.159378	-0.158627	-0.156891	-0.154382	-0.151148	-0.147123	-0.142099	-0.135765	-0.127748	-0.117686	-0.105305	-0.0904847	-0.0732934	-0.0539788	-0.0329247	-0.0105931	0.012533	0.0359935	0.0593809	0.0823556	0.10465	0.126067	0.146469	0.165772	0.183934	0.200949	0.216832	0.231619	0.245357	0.258101	0.269912	0.280849	0.290975	0.300347	0.309024	0.317059	0.3245	0.331396	0.337787	0.343714	0.349211	0.354311	0.359043	0.363433	0.367506	0.371282	0.37478	0.378018	0.38101	0.383771	0.386311	0.388641	0.39077	0.392706	0.394454	0.39602	0.397407	0.39862	0.399661	0.400531	0.401231	0.401762	0.402123	0.402313	0.402332	0.402176	0.401844	0.401333	0.400638	0.399756	0.398682	0.397413	0.395943	0.394268	0.392382	0.390282	0.387962	0.38542	0.382652	0.37966	0.37644	0.373	0.36934	0.365472	0.361401	0.357142	0.352701	0.34809	0.34331	0.338358	0.333207	0.327808	0.322064	0.315802	0.308741	0.300389	0.289974	0.276144	0.256797	0.228268	0.185304	0.119471	0.0397209	0	
0	-0.0044007	-0.0247312	-0.0534964	-0.0773825	-0.096515	-0.110351	-0.119991	-0.1263	-0.130053	-0.131848	-0.132132	-0.131231	-0.129324	-0.126455	-0.122517	-0.117269	-0.110371	-0.101442	-0.0901394	-0.0762538	-0.0597765	-0.0409191	-0.0200762	0.00224589	0.0255045	0.0491794	0.0728105	0.0960158	0.118497	0.140035	0.160479	0.179738	0.19777	0.214568	0.230151	0.24456	0.257848	0.270076	0.281308	0.291612	0.301052	0.309694	0.317597	0.324818	0.331412	0.337427	0.342908	0.347897	0.352432	0.356546	0.360272	0.363637	0.366666	0.369383	0.371807	0.373957	0.375849	0.377497	0.378914	0.380112	0.381098	0.381882	0.38247	0.382867	0.383077	0.383103	0.382947	0.382611	0.382094	0.381395	0.380514	0.379448	0.378194	0.376749	0.375109	0.373268	0.37122	0.36896	0.366479	0.36377	0.360826	0.357636	0.354193	0.350486	0.346507	0.342244	0.33769	0.332837	0.327679	0.322211	0.316434	0.310347	0.30396	0.29728	0.290325	0.283104	0.275644	0.267947	0.260034	0.251884	0.243484	0.234753	0.22559	0.215778	0.205016	0.192786	0.178323	0.160402	0.137102	0.105406	0.061255	0.0177832	0	
0	-0.00358293	-0.015944	-0.0336407	-0.050711	-0.0652823	-0.0764621	-0.0845206	-0.0899178	-0.0931599	-0.0946971	-0.094913	-0.094108	-0.0924732	-0.0900619	-0.0867626	-0.0822938	-0.0762273	-0.0680585	-0.0573281	-0.0437691	-0.0274087	-0.00857087	0.0122123	0.0343183	0.0571318	0.0801053	0.102786	0.124824	0.145962	0.166026	0.184909	0.202562	0.218973	0.234163	0.248173	0.26106	0.272886	0.283721	0.293632	0.302688	0.310952	0.318488	0.325352	0.331598	0.337274	0.342426	0.347095	0.351318	0.355128	0.358556	0.36163	0.364375	0.366812	0.368962	0.370842	0.372469	0.373857	0.375018	0.375962	0.376699	0.377238	0.377583	0.37774	0.377714	0.377506	0.377118	0.37655	0.375801	0.37487	0.373755	0.372451	0.370956	0.369262	0.367365	0.365257	0.36293	0.360375	0.357583	0.354542	0.351241	0.347667	0.343806	0.339644	0.335164	0.330352	0.325187	0.319655	0.313736	0.307416	0.300677	0.293512	0.285908	0.277867	0.269388	0.260483	0.251164	0.241456	0.231373	0.220944	0.210175	0.199078	0.187617	0.175759	0.163389	0.15038	0.136472	0.121364	0.10446	0.0848426	0.0604817	0.0295932	0.00625168	0	
0	-0.00128906	-0.00736309	-0.0180028	-0.0295958	-0.0401859	-0.0488529	-0.055453	-0.0601014	-0.0630451	-0.0645728	-0.0649861	-0.064564	-0.0635047	-0.0618525	-0.0594324	-0.0558225	-0.0503903	-0.0424288	-0.0313819	-0.0170652	0.000259415	0.0199897	0.0413712	0.0636553	0.0861896	0.10845	0.130044	0.150693	0.170214	0.188505	0.20552	0.22126	0.235756	0.249062	0.261243	0.272374	0.282528	0.29178	0.300204	0.307867	0.314832	0.321157	0.326897	0.332099	0.336809	0.341066	0.344906	0.348362	0.351462	0.354234	0.356702	0.358885	0.360805	0.362477	0.363918	0.36514	0.366156	0.366977	0.36761	0.368064	0.368345	0.368458	0.368407	0.368195	0.367823	0.367292	0.366599	0.365745	0.364725	0.363536	0.362173	0.360631	0.358902	0.356979	0.354853	0.352514	0.34995	0.34715	0.3441	0.340786	0.337191	0.333299	0.32909	0.324543	0.319637	0.314346	0.308645	0.302507	0.295904	0.288808	0.281194	0.273039	0.264324	0.255036	0.24517	0.234728	0.223722	0.212168	0.200096	0.187527	0.174495	0.161017	0.147123	0.132809	0.118104	0.102988	0.0874891	0.071424	0.0543426	0.0345883	0.0117346	-9.40493e-005	0	
0	0.000656422	-0.000751674	-0.00639088	-0.0139001	-0.0214493	-0.0281301	-0.0336138	-0.037779	-0.0406397	-0.0423199	-0.0430369	-0.0430478	-0.0425416	-0.0415034	-0.0396041	-0.0361741	-0.0303201	-0.0212116	-0.00843774	0.00780178	0.0268089	0.0476696	0.069496	0.091545	0.113248	0.134194	0.154107	0.172816	0.190231	0.206326	0.221118	0.234657	0.247012	0.258263	0.268494	0.27779	0.286231	0.293894	0.300848	0.307157	0.312879	0.318064	0.32276	0.327007	0.330844	0.334303	0.337413	0.340203	0.342695	0.344911	0.34687	0.348591	0.350088	0.351376	0.352468	0.353374	0.354104	0.354668	0.355072	0.355323	0.355426	0.355384	0.355202	0.35488	0.354419	0.35382	0.353081	0.352199	0.351172	0.349994	0.348662	0.347168	0.345505	0.343665	0.341638	0.339414	0.33698	0.334325	0.331434	0.328291	0.32488	0.321182	0.317176	0.312839	0.308147	0.303069	0.297577	0.291636	0.285212	0.278266	0.270762	0.262663	0.253934	0.244543	0.234469	0.223693	0.212211	0.200027	0.187158	0.173633	0.159498	0.144805	0.129638	0.114092	0.0983232	0.0825009	0.0668777	0.0515224	0.0361491	0.019255	0.00135113	-0.00369165	0	
0	0.00189923	0.00365986	0.00162496	-0.00291104	-0.00826955	-0.0134993	-0.0181441	-0.0219223	-0.0246782	-0.0264125	-0.0272868	-0.0275413	-0.0273218	-0.0264759	-0.0244188	-0.0201737	-0.012665	-0.0012076	0.0141246	0.0325599	0.0530167	0.0744606	0.0960632	0.117218	0.137504	0.156645	0.174479	0.190932	0.205995	0.21971	0.232149	0.243404	0.253575	0.262764	0.271068	0.278576	0.285372	0.291528	0.297107	0.302166	0.306754	0.310913	0.314681	0.31809	0.321169	0.323944	0.326438	0.32867	0.330659	0.332422	0.333972	0.335324	0.33649	0.337481	0.338306	0.338975	0.339494	0.339871	0.340112	0.340221	0.340202	0.340059	0.339792	0.339404	0.338894	0.338262	0.337506	0.336624	0.335613	0.334467	0.333182	0.331751	0.330168	0.328422	0.326506	0.324409	0.32212	0.319625	0.316912	0.313965	0.310768	0.307302	0.303547	0.29948	0.295075	0.290302	0.285131	0.279525	0.273446	0.266852	0.259699	0.251942	0.243534	0.234432	0.224595	0.213989	0.202588	0.190379	0.177365	0.163566	0.149029	0.133827	0.118078	0.101945	0.0856743	0.0695701	0.0540269	0.0392601	0.0250143	0.00990326	-0.00484981	-0.00576869	0	
0	0.00253906	0.00629509	0.0068754	0.0045555	0.000818267	-0.00329843	-0.00720184	-0.0104945	-0.0129309	-0.014468	-0.0152618	-0.0155319	-0.015312	-0.0141988	-0.0112574	-0.00523678	0.00487107	0.019237	0.0370969	0.0572121	0.0783827	0.0996736	0.12042	0.140167	0.158622	0.175618	0.191092	0.205061	0.217598	0.228814	0.238835	0.247791	0.255809	0.263006	0.269483	0.275331	0.280626	0.28543	0.289799	0.293775	0.297397	0.300696	0.303697	0.306423	0.308895	0.31113	0.313142	0.314946	0.316554	0.317978	0.319228	0.320314	0.321244	0.322026	0.322668	0.323177	0.323557	0.323815	0.323953	0.323977	0.323888	0.323688	0.323379	0.322961	0.322433	0.321795	0.321045	0.32018	0.319196	0.31809	0.316855	0.315486	0.313976	0.312316	0.310499	0.308513	0.306349	0.303995	0.301438	0.298664	0.295657	0.292401	0.288874	0.285056	0.280922	0.276443	0.271589	0.266325	0.260614	0.254412	0.247676	0.240355	0.232399	0.223756	0.214375	0.204207	0.193212	0.181359	0.168632	0.15504	0.140621	0.125452	0.109667	0.0934644	0.0771412	0.0610836	0.0457675	0.0314895	0.0179849	0.00401003	-0.00864417	-0.00697644	0	
0	0.00278181	0.00775718	0.0103275	0.00981506	0.0074515	0.00436346	0.00128376	-0.00131659	-0.00318815	-0.0043268	-0.00491579	-0.00510973	-0.00471481	-0.00294248	0.00153584	0.0100669	0.0232105	0.0403511	0.0601324	0.0811588	0.102342	0.122911	0.142335	0.16027	0.176532	0.191068	0.203931	0.215243	0.225167	0.233876	0.241543	0.248326	0.254362	0.259769	0.264642	0.26906	0.273085	0.276767	0.280144	0.283246	0.286097	0.288717	0.291119	0.293318	0.295324	0.297147	0.298796	0.30028	0.301605	0.302779	0.30381	0.304702	0.305463	0.306098	0.306613	0.307012	0.307299	0.307477	0.307551	0.307522	0.307393	0.307162	0.306833	0.306403	0.305873	0.305241	0.304505	0.303662	0.302708	0.301639	0.30045	0.299135	0.297686	0.296097	0.294359	0.292464	0.290402	0.288161	0.285731	0.283097	0.280246	0.27716	0.273822	0.270211	0.266304	0.262075	0.257496	0.252535	0.247156	0.241321	0.234985	0.228102	0.22062	0.212484	0.203638	0.194027	0.183599	0.172308	0.160127	0.147047	0.133093	0.118336	0.102908	0.0870157	0.0709754	0.0552086	0.0402292	0.0263745	0.0133718	0.000155837	-0.0110195	-0.00767408	0	
0	0.00278452	0.00852686	0.0127829	0.0139729	0.0130042	0.011044	0.00893053	0.00715771	0.00591573	0.00513484	0.0046361	0.0044408	0.00512996	0.00799338	0.0146687	0.026225	0.0423866	0.0617669	0.0827492	0.104029	0.124667	0.144003	0.16161	0.177269	0.190947	0.202743	0.212844	0.221475	0.22887	0.235245	0.240791	0.245671	0.250014	0.253924	0.25748	0.260743	0.263757	0.266554	0.269158	0.271584	0.273843	0.275943	0.27789	0.279688	0.281341	0.282853	0.284228	0.28547	0.286583	0.28757	0.288436	0.289185	0.28982	0.290347	0.290769	0.291088	0.291308	0.291431	0.29146	0.291395	0.291239	0.29099	0.290649	0.290216	0.289688	0.289064	0.288342	0.287519	0.286591	0.285553	0.284401	0.283128	0.281728	0.280195	0.278522	0.276698	0.274717	0.272566	0.270236	0.267714	0.264985	0.262035	0.258846	0.255401	0.251676	0.247651	0.243299	0.238592	0.233498	0.227983	0.222006	0.215525	0.208491	0.20085	0.192548	0.183524	0.173722	0.163089	0.151585	0.139188	0.125909	0.111804	0.096991	0.0816693	0.0661466	0.0508472	0.0362903	0.0228283	0.0101932	-0.00247505	-0.0125402	-0.0080661	0	
